Entity,Code,Year,Other renewables (including geothermal and biomass) - TWh,Biofuels consumption - TWh,Solar consumption - TWh,Wind consumption - TWh,Hydro consumption - TWh,Nuclear consumption - TWh,Gas consumption - TWh,Coal consumption - TWh,Oil consumption - TWh
Chile,CHL,2015,17.394156,0,3.4432917,5.3535395,59.801285,0,48.24286,85.05484,190.19441
Chile,CHL,2016,21.006926,0,6.4076977,6.1604004,49.47419,0,59.163006,86.26053,200.91751
Chile,CHL,2017,23.279095,0,9.739871,9.063898,53.314327,0,56.14597,89.68967,204.00139
Chile,CHL,2018,28.616413,0,12.733136,8.925111,58.126293,0,56.366688,86.56168,211.3997
Chile,CHL,2019,24.785202,0,15.594619,12.116884,53.070114,0,65.13059,87.08458,210.55197
Chile,CHL,2020,22.34954,0,18.802082,13.832846,53.63193,0,62.354355,73.145775,192.55576
Chile,CHL,2021,20.542313,0,26.478325,18.78842,44.51299,0,68.2293,81.11111,211.37491
Chile,CHL,2022,18.974184,0,38.608566,21.850883,50.092766,0,72.65662,66.24292,228.23827
Chile,CHL,2023,23.536106,0,44.969894,22.904764,57.037125,0,75.926765,39.13151,225.66283
Chile,CHL,2024,23.837729,0,50.378777,25.633087,64.594696,0,70.91972,36.27403,238.19644
China,CHN,1965,0,0,0,0,61.380554,0,11.086529,1330.7046,129.06253
China,CHN,1966,0,0,0,0,62.46085,0,13.505407,1423.5121,165.79991
China,CHN,1967,0,0,0,0,53.843018,0,14.7148485,1265.344,163.69286
China,CHN,1968,0,0,0,0,63.528873,0,14.110127,1255.9236,179.03458
China,CHN,1969,0,0,0,0,64.60917,0,19.754179,1516.6101,240.04433
China,CHN,1970,0,0,0,0,66.76977,0,28.925762,1929.6497,332.04556
China,CHN,1971,0,0,0,0,80.764534,0,37.6942,2224.8772,451.57767
China,CHN,1972,0,0,0,0,91.53068,0,48.780727,2352.9236,519.69653
China,CHN,1973,0,0,0,0,102.29682,0,60.270405,2383.743,633.9831
China,CHN,1974,0,0,0,0,115.763725,0,75.892334,2358.564,729.073
China,CHN,1975,0,0,0,0,121.140656,0,89.19617,2658.211,804.07825
China,CHN,1976,0,0,0,0,122.76111,0,101.794495,2723.1646,919.1864
China,CHN,1977,0,0,0,0,128.15031,0,122.1534,2995.539,971.04175
China,CHN,1978,0,0,0,0,120.07263,0,138.38004,3289.1965,1076.637
China,CHN,1979,0,0,0,0,134.87762,0,146.24141,3402.7056,1079.2996
China,CHN,1980,0,0,0,0,161.72548,0,143.82251,3539.019,972.5329
China,CHN,1981,0,0,0,0,181.98106,0,128.40216,3520.195,921.53076
China,CHN,1982,0,0,0,0,206.70515,0,120.23845,3724.838,911.753
China,CHN,1983,0,0,0,0,240.04706,0,123.06047,3989.0046,930.0993
China,CHN,1984,0,0,0,0,241.15193,0,125.27778,4338.266,964.89026
China,CHN,1985,0,0,0,0,256.63208,0,130.31711,4736.2646,1010.6004
China,CHN,1986,0,0,0,0,262.6351,0,138.6824,4951.424,1074.4205
China,CHN,1987,0,0,0,0,277.8452,0,139.99261,5372.2417,1142.2338
China,CHN,1988,0,0,0,0,303.2445,0,143.72173,5771.2236,1229.3582
China,CHN,1989,0,0,0,0,328.91382,0,151.6738,6046.902,1287.7268
China,CHN,1990,0.2,0,0.005555556,0.005611673,352.0666,0,154.18338,6134.517,1274.5725
China,CHN,1991,0.2,0,0.005555556,0.025252523,346.3582,0,156.11848,6433.4277,1379.1438
China,CHN,1992,0.353125,0,0.008333333,0.36475867,363.01688,0,159.14209,6731.497,1495.912
China,CHN,1993,0.365625,0,0.011111111,0.5892256,421.79486,4.4555554,168.96878,7170.3564,1663.7761
China,CHN,1994,1.4375,0,0.013888888,1.0662177,465.08044,40.988888,176.97124,7641.6675,1690.6384
China,CHN,1995,9.41875,0,0.019444445,1.71156,529.38885,35.64722,178.79547,7736.85,1825.6307
China,CHN,1996,4.790625,0,0.024999999,0.26094276,522.13885,39.827778,187.36234,8095.3896,2023.0287
China,CHN,1997,8.506249,0,0.030555554,0.54994386,544.38885,40.05,197.98526,7931.912,2221.5454
China,CHN,1998,7.75,0,0.03888889,0.9876543,552.4722,39.166668,204.16348,7871.717,2287.5908
China,CHN,1999,7.875,0,0.047222223,1.315937,546.05554,41.524998,216.63078,8099.0327,2437.2449
China,CHN,2000,7.928125,0,0.061111107,1.6386083,617.80554,46.491665,246.95747,8211.406,2626.896
China,CHN,2001,7.98125,0,0.085635364,1.986718,766.3812,48.265194,276.4577,8635.755,2683.249
China,CHN,2002,7.95625,1.7154181,0.13150685,2.2941747,788.95886,68.841095,294.1357,9467.458,2895.598
China,CHN,2003,7.925,4.734554,0.17438692,2.7165387,772.97,118.09808,341.7473,11283.059,3234.7625
China,CHN,2004,7.9000006,5.9704113,0.20596206,3.4628127,958.1139,136.77237,399.83972,13155.28,3777.772
China,CHN,2005,16.63125,8.375287,0.22580644,5.2313457,1067.25,142.70967,469.7511,15405.106,3838.4873
China,CHN,2006,22.290625,12.067958,0.25401068,9.924647,1165.2032,146.63902,577.8376,16918.38,4116.769
China,CHN,2007,30.821875,13.346044,0.3031915,14.572588,1290.5958,165.23936,710.779,18423.914,4313.5674
China,CHN,2008,46.45625,18.179087,0.4010554,34.564644,1680.6333,180.45909,819.3291,18715.92,4408.092
China,CHN,2009,65.18537,19.888613,0.7322835,72.48031,1615.8634,183.85925,902.2403,19605.02,4580.2983
China,CHN,2010,77.81322,19.79655,1.8255208,128.64484,1852.5602,194.64084,1088.7406,20340.543,5214.49
China,CHN,2011,86.35,21.900793,6.7616577,191.9689,1782.4999,225.90672,1351.6287,22143.604,5390.7334
China,CHN,2012,94.16563,25.797403,9.2642,265.59253,2223.696,253.3979,1508.7758,22422.357,5654.2993
China,CHN,2013,116.04063,35.383865,21.416588,353.6167,2326.374,285.16824,1718.7854,22902.13,5907.4697
China,CHN,2014,144.58818,36.95477,59.827377,406.52084,2696.4163,338.97598,1883.6315,22804.703,6142.5166
China,CHN,2015,168.96965,27.298944,99.95081,469.85175,2821.5579,433.86877,1946.8953,22329.043,6609.8955
China,CHN,2016,194.17114,27.814693,167.15564,605.1771,2897.657,535.62427,2094.411,21675.78,6823.5786
China,CHN,2017,248.74658,25.935883,294.5,761.5,2912.6624,620.25,2412.5217,21915.443,7183.172
China,CHN,2018,293.11157,33.669357,440.0497,909.9502,2982.306,733.8308,2839.26,22352.146,7528.741
China,CHN,2019,352.48657,36.052834,554.45544,1003.2178,3149.8464,863.11884,3083.7683,22922.236,7891.5103
China,CHN,2020,424.05075,27.493313,644.69135,1151.8518,3263.479,904.1976,3366.1726,23402.553,7959.667
China,CHN,2021,518.7366,28.61045,805.41876,1615.271,3201.9705,1003.6946,3802.6794,24315.477,8174.0947
China,CHN,2022,570.6116,29.183449,1049.8033,1873.882,3189.489,1026.4865,3776.475,24397.78,8198.393
China,CHN,2023,619.3616,31.682777,1424.7562,2160.6584,2990.233,1060.2927,4048.381,25181.209,9091.228
China,CHN,2024,651.5507,37.22829,2046.439,2431.805,3303.0593,1099.6342,4343.913,25599.307,8964.054
Colombia,COL,1965,0,0,0,0,9.844303,0,8.95125,23.422821,54.81988
Colombia,COL,1966,0,0,0,0,10.93672,0,9.33625,23.422821,65.52585
Colombia,COL,1967,0,0,0,0,12.19237,0,11.55,25.702301,65.62976
Colombia,COL,1968,0,0,0,0,13.5861435,0,11.771375,23.41119,70.64008
Colombia,COL,1969,0,0,0,0,15.105481,0,12.854188,24.992868,67.85545
Colombia,COL,1970,0,0,0,0,16.813166,0,12.493251,26.08609,76.955696
Colombia,COL,1971,0,0,0,0,17.8428,0,13.0045,20.28629,79.72807
Colombia,COL,1972,0,0,0,0,19.763947,0,15.88525,21.077478,94.19158
Colombia,COL,1973,0,0,0,0,21.5093,0,16.46,21.465328,86.37416
Colombia,COL,1974,0,0,0,0,24.422411,0,17.12575,25.95738,95.579155
Colombia,COL,1975,0.590625,0,0,0,27.034164,0,16.14225,26.384573,83.72641
Colombia,COL,1976,0.63125,0,0,0,28.406723,0,17.2045,25.805708,88.36318
Colombia,COL,1977,0.6,0,0,0,29.03281,0,19.254751,26.454634,90.42546
Colombia,COL,1978,0.64375,0,0,0,33.531776,0,23.850752,26.738811,89.24454
Colombia,COL,1979,0.675,0,0,0,36.831387,0,25.7215,26.971994,90.73787
Colombia,COL,1980,0.709375,0,0,0,40.130608,0,28.3715,28.287113,90.631485
Colombia,COL,1981,0.66249996,0,0,0,39.625942,0,30.6345,28.820011,91.13236
Colombia,COL,1982,0.721875,0,0,0,42.329266,0,33.03125,30.008259,90.20119
Colombia,COL,1983,0.73125,0,0,0,42.68271,0,36.55975,33.074528,93.80195
Colombia,COL,1984,0.796875,0,0,0,47.61172,0,36.30575,34.433838,90.141556
Colombia,COL,1985,0.83437496,0,0,0,51.22436,0,36.43225,35.51473,92.12477
Colombia,COL,1986,0.83125,0,0,0,59.258198,0,37.070747,35.06843,93.89373
Colombia,COL,1987,0.83750004,0,0,0,64.57655,0,37.636253,44.094284,99.94208
Colombia,COL,1988,0.85625,0,0,0,68.10944,0,37.77825,35.17464,104.761086
Colombia,COL,1989,0.85625,0,0,0,74.394775,0,36.059002,40.753384,107.60375
Colombia,COL,1990,0.85625,0,0,0,76.377365,0,37.4195,18.581999,114.30004
Colombia,COL,1991,0.840625,0,0,0,77.016884,0,38.5825,23.368856,114.3731
Colombia,COL,1992,1.0625,0,0,0,61.89051,0,37.965748,39.08699,124.484375
Colombia,COL,1993,1.215625,0,0,0,77.37886,0,39.41675,40.98213,128.17464
Colombia,COL,1994,1.3875,0,0,0,89.05109,0,38.996502,46.908543,134.27097
Colombia,COL,1995,1.490625,0,0,0,88.85944,0,41.472504,41.97691,144.16035
Colombia,COL,1996,1.55,0,0,0,98.02117,0,45.102753,32.54101,153.02666
Colombia,COL,1997,1.509375,0,0,0,87.43266,0,56.74,38.5406,152.27388
Colombia,COL,1998,1.6625,0,0,0,85.50468,0,65.88625,36.652992,151.26253
Colombia,COL,1999,1.4281249,0,0,0,93.61293,0,56.909,29.27205,135.5822
Colombia,COL,2000,1.55,0,0.00509726,0,85.59921,0,57.358074,31.437817,132.67795
Colombia,COL,2001,1.55,0,0.007372238,0,87.38303,0,59.38993,30.95842,131.99512
Colombia,COL,2002,1.534375,0,0.01274315,0,93.06311,0,59.986813,25.461409,130.75987
Colombia,COL,2003,1.546875,0,0.017452316,0,98.57319,0,57.499798,28.224833,130.62411
Colombia,COL,2004,1.459375,0,0.021549394,0.14089431,103.8755,0,61.3482,24.698715,141.36633
Colombia,COL,2005,1.5718751,0.162145,0.02562164,0.13301075,105.43249,0,64.46344,15.562343,140.03333
Colombia,COL,2006,1.6241441,1.5517609,0,0.16839944,113.79115,0,67.64682,44.330044,149.5254
Colombia,COL,2007,1.5848013,1.6739173,0,0.13268878,117.66485,0,71.61634,39.03194,153.0895
Colombia,COL,2008,1.5917168,1.6983408,0,0.14226429,121.79652,0,72.751144,51.6421,150.89616
Colombia,COL,2009,3.135273,3.703887,0,0.15146407,107.18468,0,83.7932,47.50083,151.37347
Colombia,COL,2010,3.468695,5.241965,0,0.1004425,105.618385,0,87.45138,55.90734,159.77957
Colombia,COL,2011,4.3074617,6.764923,0,0.106922135,125.459785,0,85.14971,45.26643,168.5069
Colombia,COL,2012,4.6126833,7.2776165,0,0.14137812,122.63327,0,94.65898,54.560337,180.10788
Colombia,COL,2013,4.2076054,7.6069984,0,0.14737801,113.459816,0,104.77255,58.69,188.60779
Colombia,COL,2014,5.4028845,7.892835,0,0.17870304,113.84723,0,113.840614,62.166916,199.76581
Colombia,COL,2015,5.6965632,7.983767,0,0.17310746,113.118744,0,112.117294,57.779972,200.19046
Colombia,COL,2016,6.2306385,7.882858,0,0.12785764,117.5576,0,120.68478,63.54703,224.96028
Colombia,COL,2017,6.2226853,7.571126,0.012499999,0.007678548,143.31932,0,118.30533,48.428135,221.97697
Colombia,COL,2018,6.62122,9.208694,0.029850746,0.1080597,140.92348,0,127.299385,45.462593,232.51573
Colombia,COL,2019,6.2634625,9.618584,0.3268812,0.15673268,134.74504,0,128.70773,53.64197,231.36017
Colombia,COL,2020,6.378076,8.283974,0.4711111,0.024987653,123.05518,0,131.22678,47.47986,192.89186
Colombia,COL,2021,5.8207965,9.270503,0.7955912,0.14894089,149.00609,0,126.26629,37.701206,227.32788
Colombia,COL,2022,6.0399113,9.692757,1.2348648,0.18398033,158.07686,0,125.85036,49.42187,266.85062
Colombia,COL,2023,5.540205,10.986401,2.9264388,0.49658537,145.93785,0,130.54437,54.290043,254.75197
Colombia,COL,2024,5.851801,11.22789,8.057025,0.36292684,132.914,0,134.49934,61.591125,252.61028
Congo,COG,1965,,0,,,,0,,,
Congo,COG,1966,,0,,,,0,,,
Congo,COG,1967,,0,,,,0,,,
Congo,COG,1968,,0,,,,0,,,
Congo,COG,1969,,0,,,,0,,,
Congo,COG,1970,,0,,,,0,,,
Congo,COG,1971,,0,,,,0,,,
Congo,COG,1972,,0,,,,0,,,
Congo,COG,1973,,0,,,,0,,,
Congo,COG,1974,,0,,,,0,,,
Congo,COG,1975,,0,,,,0,,,
Congo,COG,1976,,0,,,,0,,,
Congo,COG,1977,,0,,,,0,,,
Congo,COG,1978,,0,,,,0,,,
Congo,COG,1979,,0,,,,0,,,
Congo,COG,1980,,0,,,,0,,,
Congo,COG,1981,,0,,,,0,,,
Congo,COG,1982,,0,,,,0,,,
Congo,COG,1983,,0,,,,0,,,
Congo,COG,1984,,0,,,,0,,,
Congo,COG,1985,,0,,,,0,,,
Congo,COG,1986,,0,,,,0,,,
Congo,COG,1987,,0,,,,0,,,
Congo,COG,1988,,0,,,,0,,,
Congo,COG,1989,,0,,,,0,,,
Congo,COG,1990,,0,,,,0,,,
Congo,COG,1991,,0,,,,0,,,
Congo,COG,1992,,0,,,,0,,,
Congo,COG,1993,,0,,,,0,,,
Congo,COG,1994,,0,,,,0,,,
Congo,COG,1995,,0,,,,0,,,
Congo,COG,1996,,0,,,,0,,,
Congo,COG,1997,,0,,,,0,,,
Congo,COG,1998,,0,,,,0,,,
Congo,COG,1999,,0,,,,0,,,
Congo,COG,2000,,0,,,,0,,,
Congo,COG,2001,,0,,,,0,,,
Congo,COG,2002,,0,,,,0,,,
Congo,COG,2003,,0,,,,0,,,
Congo,COG,2004,,0,,,,0,,,
Congo,COG,2005,,0,,,,0,,,
Congo,COG,2006,,0,,,,0,,,
Congo,COG,2007,,0,,,,0,,,
Congo,COG,2008,,0,,,,0,,,
Congo,COG,2009,,0,,,,0,,,
Congo,COG,2010,,0,,,,0,,,
Congo,COG,2011,,0,,,,0,,,
Congo,COG,2012,,0,,,,0,,,
Congo,COG,2013,,0,,,,0,,,
Congo,COG,2014,,0,,,,0,,,
Congo,COG,2015,,0,,,,0,,,
Congo,COG,2016,,0,,,,0,,,
Congo,COG,2017,,0,,,,0,,,
Congo,COG,2018,,0,,,,0,,,
Congo,COG,2019,,0,,,,0,,,
Congo,COG,2020,,0,,,,0,,,
Congo,COG,2021,,0,,,,0,,,
Congo,COG,2022,,0,,,,0,,,
Congo,COG,2023,,0,,,,0,,,
Congo,COG,2024,,0,,,,0,,,
Croatia,HRV,1990,0.034375,0,0,0,10.881111,0,25.52275,9.403425,54.275616
Croatia,HRV,1991,0.03125,0,0,0,15.348055,0,23.636,5.287114,38.496254
Croatia,HRV,1992,0.01875,0,0,0,12.080833,0,24.5005,4.6473246,38.496254
Croatia,HRV,1993,0.059375,0,0,0,12.638332,0,25.8685,3.9496527,40.6735
Croatia,HRV,1994,0.01875,0,0,0,15.096943,0,24.339,2.472189,41.96201
Croatia,HRV,1995,0.028125,0,0,0,15.785555,0,22.495,2.0324705,46.48947
Croatia,HRV,1996,0.028125,0,0,0,21.840832,0,25.207249,1.6641833,44.09095
Croatia,HRV,1997,0.003125,0,0,0,16.259445,0,26.12975,2.8291137,47.088192
Croatia,HRV,1998,0.028125,0,0,0,16.72611,0,25.118,2.7048588,53.074535
Croatia,HRV,1999,0.028125,0,0,0,20.353333,0,25.4675,2.39899,52.55279
Croatia,HRV,2000,0.003125,0,0,0,17.92472,0,25.6955,5.0206594,46.74931
Croatia,HRV,2001,0,0,0,0,19.83536,0,26.925,5.5889707,47.907486
Croatia,HRV,2002,0,0,0,0,16.031233,0,27.567,6.793734,50.18211
Croatia,HRV,2003,0,0,0,0,14.871388,0,27.401749,7.5558834,55.533672
Croatia,HRV,2004,0.0125,0,0,0.005420055,20.668293,0,28.418333,8.023572,52.103424
Croatia,HRV,2005,0.043750003,0,0,0.026881719,18.912634,0,27.48239,7.95114,53.632507
Croatia,HRV,2006,0.034375,0,0,0.050802134,17.692513,0,27.179222,7.381305,54.472057
Croatia,HRV,2007,0.021875001,0.030780833,0,0.09281915,12.499469,0,31.229944,8.01364,55.770203
Croatia,HRV,2008,0.0659375,0.04105611,0,0.10527705,15.25066,0,30.270388,8.246868,52.884552
Croatia,HRV,2009,0.062403124,0.09108667,0.000238845,0.14225721,19.444622,0,27.949888,5.893177,51.64974
Croatia,HRV,2010,0.103240624,0,0.0003125,0.36223957,23.766151,0,30.614166,7.9398127,43.88788
Croatia,HRV,2011,0.16951562,0.040122222,0.000354922,0.52072537,13.035976,0,29.891666,8.172657,41.734562
Croatia,HRV,2012,0.29345626,0.32910556,0.006195876,0.8472835,12.466237,0,28.066055,7.329214,37.400105
Croatia,HRV,2013,0.3927969,0.36592776,0.028856777,1.3229847,22.050385,0,26.537943,7.8520527,35.97752
Croatia,HRV,2014,0.51430625,0.34271112,0.08950128,1.85743,22.916334,0,23.485712,7.5210743,37.662575
Croatia,HRV,2015,0.82869065,0.28104442,0.14497215,2.0159366,16.178825,0,24.21231,7.0444655,39.127132
Croatia,HRV,2016,1.3482,0.011766667,0.16467588,2.5483618,17.21633,0,25.243534,7.5709324,39.293175
Croatia,HRV,2017,1.6425,0.006344445,0.19675,3.01,13.2685,0,28.99667,4.5628443,42.001553
Croatia,HRV,2018,2.0940623,0.31485555,0.18631841,3.3218904,19.156467,0,26.658365,4.248253,40.695423
Croatia,HRV,2019,3.0321875,0.72754997,0.20569305,3.6319306,14.421039,0,27.981422,4.8999634,39.723515
Croatia,HRV,2020,3.3500001,0.76273394,0.23580247,4.248642,13.981234,0,29.368093,4.200651,34.046947
Croatia,HRV,2021,3.7171874,1.0633531,0.36674878,5.0783253,17.555912,0,28.251804,4.830358,35.994972
Croatia,HRV,2022,3.7546878,0.24692945,0.37321866,5.2525797,13.414496,0,24.805115,4.7274556,39.39885
Croatia,HRV,2023,3.3346877,0.007308889,1.007561,6.3085365,19.903658,0,25.001438,4.0195723,43.714005
Croatia,HRV,2024,3.163698,0.009538138,1.9946601,6.535252,16.503899,0,23.65348,2.647182,47.036217
Cuba,CUB,1995,,0,,,,0,,,
Cuba,CUB,1996,,0,,,,0,,,
Cuba,CUB,1997,,0,,,,0,,,
Cuba,CUB,1998,,0,,,,0,,,
Cuba,CUB,1999,,0,,,,0,,,
Cuba,CUB,2000,,0,,,,0,,,
Cuba,CUB,2001,,0,,,,0,,,
Cuba,CUB,2002,,0,,,,0,,,
Cuba,CUB,2003,,0,,,,0,,,
Cuba,CUB,2004,,0,,,,0,,,
Cuba,CUB,2005,,0,,,,0,,,
Cuba,CUB,2006,,0,,,,0,,,
Cuba,CUB,2007,,0,,,,0,,,
Cuba,CUB,2008,,0,,,,0,,,
Cuba,CUB,2009,,0,,,,0,,,
Cuba,CUB,2010,,0,,,,0,,,
Cuba,CUB,2011,,0,,,,0,,,
Cuba,CUB,2012,,0,,,,0,,,
Cuba,CUB,2013,,0,,,,0,,,
Cuba,CUB,2014,,0,,,,0,,,
Cuba,CUB,2015,,0,,,,0,,,
Cuba,CUB,2016,,0,,,,0,,,
Cuba,CUB,2017,,0,,,,0,,,
Cuba,CUB,2018,,0,,,,0,,,
Cuba,CUB,2019,,0,,,,0,,,
Cuba,CUB,2020,,0,,,,0,,,
Cuba,CUB,2021,,0,,,,0,,,
Cuba,CUB,2022,,0,,,,0,,,
Cuba,CUB,2023,,0,,,,0,,,
Cuba,CUB,2024,,0,,,,0,,,
Curacao,CUW,2012,,0,,,,0,,,
Curacao,CUW,2013,,0,,,,0,,,
Curacao,CUW,2014,,0,,,,0,,,
Curacao,CUW,2015,,0,,,,0,,,
Curacao,CUW,2016,,0,,,,0,,,
Curacao,CUW,2017,,0,,,,0,,,
Curacao,CUW,2018,,0,,,,0,,,
Curacao,CUW,2019,,0,,,,0,,,
Curacao,CUW,2020,,0,,,,0,,,
Curacao,CUW,2021,,0,,,,0,,,
Curacao,CUW,2022,,0,,,,0,,,
Curacao,CUW,2023,,0,,,,0,,,
Curacao,CUW,2024,,0,,,,0,,,
Curacao,CUW,1965,,,,,,0,,,
Curacao,CUW,1966,,,,,,0,,,
Curacao,CUW,1967,,,,,,0,,,
Curacao,CUW,1968,,,,,,0,,,
Curacao,CUW,1969,,,,,,0,,,
Curacao,CUW,1970,,,,,,0,,,
Curacao,CUW,1971,,,,,,0,,,
Curacao,CUW,1972,,,,,,0,,,
Curacao,CUW,1973,,,,,,0,,,
Curacao,CUW,1974,,,,,,0,,,
Curacao,CUW,1975,,,,,,0,,,
Curacao,CUW,1976,,,,,,0,,,
Curacao,CUW,1977,,,,,,0,,,
Curacao,CUW,1978,,,,,,0,,,
Curacao,CUW,1979,,,,,,0,,,
Curacao,CUW,1980,,,,,,0,,,
Curacao,CUW,1981,,,,,,0,,,
Curacao,CUW,1982,,,,,,0,,,
Curacao,CUW,1983,,,,,,0,,,
Curacao,CUW,1984,,,,,,0,,,
Curacao,CUW,1985,,,,,,0,,,
Curacao,CUW,1986,,,,,,0,,,
Curacao,CUW,1987,,,,,,0,,,
Curacao,CUW,1988,,,,,,0,,,
Curacao,CUW,1989,,,,,,0,,,
Curacao,CUW,1990,,,,,,0,,,
Curacao,CUW,1991,,,,,,0,,,
Curacao,CUW,1992,,,,,,0,,,
Curacao,CUW,1993,,,,,,0,,,
Curacao,CUW,1994,,,,,,0,,,
Curacao,CUW,1995,,,,,,0,,,
Curacao,CUW,1996,,,,,,0,,,
Curacao,CUW,1997,,,,,,0,,,
Curacao,CUW,1998,,,,,,0,,,
Curacao,CUW,1999,,,,,,0,,,
Curacao,CUW,2000,,,,,,0,,,
Curacao,CUW,2001,,,,,,0,,,
Curacao,CUW,2002,,,,,,0,,,
Curacao,CUW,2003,,,,,,0,,,
Curacao,CUW,2004,,,,,,0,,,
Curacao,CUW,2005,,,,,,0,,,
Curacao,CUW,2006,,,,,,0,,,
Curacao,CUW,2007,,,,,,0,,,
Curacao,CUW,2008,,,,,,0,,,
Curacao,CUW,2009,,,,,,0,,,
Curacao,CUW,2010,,,,,,0,,,
Curacao,CUW,2011,,,,,,0,,,
Cyprus,CYP,1965,0,0,0,0,0,0,0,0,4.68025
Cyprus,CYP,1966,0,0,0,0,0,0,0,0,5.338632
Cyprus,CYP,1967,0,0,0,0,0,0,0,0,5.7872543
Cyprus,CYP,1968,0,0,0,0,0,0,0,0,6.427252
Cyprus,CYP,1969,0,0,0,0,0,0,0,0,7.5897937
Cyprus,CYP,1970,0,0,0,0,0,0,0,0,8.004829
Cyprus,CYP,1971,0,0,0,0,0,0,0,0,9.548514
Cyprus,CYP,1972,0,0,0,0,0,0,0,0,10.737023
Cyprus,CYP,1973,0,0,0,0,0,0,0,0,11.51917
Cyprus,CYP,1974,0,0,0,0,0,0,0,0,10.213084
Cyprus,CYP,1975,0,0,0,0,0,0,0,0,8.53023
Cyprus,CYP,1976,0,0,0,0,0,0,0,0,8.673059
Cyprus,CYP,1977,0,0,0,0,0,0,0,0,9.796984
Cyprus,CYP,1978,0,0,0,0,0,0,0,0,10.044486
Cyprus,CYP,1979,0,0,0,0,0,0,0,0,10.192833
Cyprus,CYP,1980,0,0,0,0,0,0,0,0,10.278665
Cyprus,CYP,1981,0,0,0,0,0,0,0,0,9.8561945
Cyprus,CYP,1982,0,0,0,0,0,0,0,0,11.813791
Cyprus,CYP,1983,0,0,0,0,0,0,0,0,12.43068
Cyprus,CYP,1984,0,0,0,0,0,0,0,0,12.612489
Cyprus,CYP,1985,0,0,0,0,0,0,0,1.0815899,12.483789
Cyprus,CYP,1986,0,0,0,0,0,0,0,0.66291,13.480528
Cyprus,CYP,1987,0,0,0,0,0,0,0,1.40723,15.873595
Cyprus,CYP,1988,0,0,0,0,0,0,0,0.84898996,16.996016
Cyprus,CYP,1989,0,0,0,0,0,0,0,0.75595003,17.556082
Cyprus,CYP,1990,0,0,0,0,0,0,0,0.70943,18.565105
Cyprus,CYP,1991,0,0,0,0,0,0,0,0.52335,18.988806
Cyprus,CYP,1992,0,0,0,0,0,0,0,0.96528995,21.831388
Cyprus,CYP,1993,0,0,0,0,0,0,0,0.81409997,22.876078
Cyprus,CYP,1994,0,0,0,0,0,0,0,1.11648,22.61588
Cyprus,CYP,1995,0,0,0,0,0,0,0,1.2444099,23.986263
Cyprus,CYP,1996,0,0,0,0,0,0,0,1.1630001,24.441818
Cyprus,CYP,1997,0,0,0,0,0,0,0,0.88387996,24.967743
Cyprus,CYP,1998,0,0,0,0,0,0,0,0.16282001,27.283787
Cyprus,CYP,1999,0,0,0,0,0,0,0,0.27912,28.60156
Cyprus,CYP,2000,0,0,0,0,0,0,0,0.41868,29.842424
Cyprus,CYP,2001,0,0,0,0,0,0,0,0.61639005,29.993261
Cyprus,CYP,2002,0,0,0,0,0,0,0,0.51172,29.674215
Cyprus,CYP,2003,0,0,0,0,0,0,0,0.51172,31.57658
Cyprus,CYP,2004,0,0,0.001084011,0.00096206,0,0,0,0.51172,30.714468
Cyprus,CYP,2005,0,0,0.001521505,0.000954301,0,0,0,0.51172,34.478428
Cyprus,CYP,2006,0.000484375,0,0.002679144,0.000949198,0,0,0,0.3509562,34.05662
Cyprus,CYP,2007,0.004375,0.010260972,0.004609043,0.000946809,0,0,0,0.3187187,34.647247
Cyprus,CYP,2008,0.0375,0.16444805,0.007915568,0.000939314,0,0,0,0.2606912,35.382416
Cyprus,CYP,2009,0.084375,0.17471778,0.010498688,0.000934383,0,0,0,0.1381887,34.592304
Cyprus,CYP,2010,0.109375,0.16444445,0.018229168,0.080729164,0,0,0,0.17042619,33.503963
Cyprus,CYP,2011,0.16250001,0.185,0.031088082,0.29533678,0,0,0,0.0801612,32.946396
Cyprus,CYP,2012,0.15625,0.185,0.05670103,0.4768041,0,0,0,0.0027912,30.689985
Cyprus,CYP,2013,0.153125,0.17472222,0.1202046,0.59079283,0,0,0,0.0027912,27.186855
Cyprus,CYP,2014,0.1578125,0.11305556,0.21272264,0.46793893,0,0,0,0.02579,27.26966
Cyprus,CYP,2015,0.1601125,0.11305556,0.3206557,0.56166327,0,0,0,0.038685,27.930635
Cyprus,CYP,2016,0.16256563,0.10277778,0.36667585,0.5696005,0,0,0,0.005164447,30.465368
Cyprus,CYP,2017,0.16171876,0.099694446,0.43005002,0.52862495,0,0,0,0.03468911,31.275581
Cyprus,CYP,2018,0.1605,0.10401111,0.47718903,0.54878104,0,0,0,0.15830101,30.944674
Cyprus,CYP,2019,0.18100001,0.12489556,0.54026484,0.5905074,0,0,0,0.19434871,30.785168
Cyprus,CYP,2020,0.189475,0.2879936,0.7298963,0.59360003,0,0,0,0.16211781,26.229921
Cyprus,CYP,2021,0.1873125,0.24823916,1.1535419,0.6070887,0,0,0,0.4799583,27.052002
Cyprus,CYP,2022,0.18075,0.23916389,1.478769,0.5510221,0,0,0,0.3557966,28.74101
Cyprus,CYP,2023,0.16835313,0.25776666,2.025666,0.5084805,0,0,0,0.3185806,28.66776
Cyprus,CYP,2024,0.17114753,0.28962776,2.6239595,0.49427068,0,0,0,0.1801944,29.393896
Czechia,CZE,1965,0,0,0,0,6.1994357,0,4.2904997,410.84137,47.046886
