Technology,Parameter,Region,Level,Commodity,Species,Mode,Units,Value,Comment,Source
prep_secondary_steel_1,input,R12_RCPA,old_scrap_1,steel,,M1,Mt,1.0,Assume no loss in this step,
prep_secondary_steel_1,output,R12_RCPA,new_scrap,steel,,M1,Mt,1.0,,
prep_secondary_steel_2,input,R12_RCPA,useful_steel,ht_heat,,M1,GWa/Mt,0.0,Assumed recovered heat,
prep_secondary_steel_2,input,R12_RCPA,old_scrap_2,steel,,M1,Mt,1.0,,
prep_secondary_steel_2,output,R12_RCPA,new_scrap,steel,,M1,Mt,1.0,,
prep_secondary_steel_3,input,R12_RCPA,useful_steel,ht_heat,,M1,GWa/Mt,0.0,Assumed recovered heat,
prep_secondary_steel_3,input,R12_RCPA,old_scrap_3,steel,,M1,Mt,1.0,,
prep_secondary_steel_3,output,R12_RCPA,new_scrap,steel,,M1,Mt,1.0,,
prod_charcoal_steel,input,R12_RCPA,primary,biomass,,M1,GWa,3.6,"Energy content of wood: 18MJ/kg, Energy content of charcoal: 30 MJ/kg​, 1kg charcoal with energy content 30 MJ --> 6 kg wood required (6x18=108MJ energy content)​
Loss: From 108 MJ to 30 MJ ",https://energypedia.info/wiki/Charcoal_Production#Basics_on_Charcoal​
prod_charcoal_steel,output,R12_RCPA,final,charcoal,,M1,GWa,1.0,,
prod_charcoal_steel,output,R12_RCPA,final,off_gas,,M1,GWa,7.459998650892485e-07,586.7 kg charcoal generates 1981 Nm3 off-gas with 6.55 MJ/m3,"Nogami et al., 2004"
prod_charcoal_steel,inv_cost,R12_RCPA,,,,,MUSD/GWa,69.65888750902526,72.6 2015euro/t for EU28 ,"(Mandova et al., 2018) Convert from 2015 euro to 2005 usd, convert from usd/t to MUSD/Gwa"
prod_charcoal_steel,var_cost,R12_RCPA,,,,M1,MUSD/GWa,3.4829443754512632,3.63 euro/t/yr mentioned as O&M ,"(Mandova et al., 2018)"
prod_charcoal_steel,emission_factor,R12_RCPA,,,CO,M1,ktCO/GWa,165.50180505415167,"157 g/kg charcoal, 1kg=30 MJ","Sparrevik et al., 2015"
prod_charcoal_steel,emission_factor,R12_RCPA,,,CH4,M1,ktCH4/GWa,25.299638989169683,"24 g/kg charcoal, 1kg=30 MJ","Sparrevik et al., 2015"
prod_charcoal_steel,emission_factor,R12_RCPA,,,VOC,M1,ktVOC/GWa,6.430324909747294,"6.1 g/kg charcoal, 1kg=30 MJ","Sparrevik et al., 2015"
prod_charcoal_steel,emission_factor,R12_RCPA,,,NOx,M1,ktNOx/GWa,1.8974729241877262,"1.8 g/kg charcoal, 1kg=30 MJ","Sparrevik et al., 2015"
prod_charcoal_steel,technical_lifetime,R12_RCPA,,,,,y,25.0,,
scrap_recovery_steel_1,input,R12_RCPA,dummy_end_of_life_1,steel,,M1,Mt,1.0,,
scrap_recovery_steel_2,input,R12_RCPA,dummy_end_of_life_2,steel,,M1,Mt,1.0,,
scrap_recovery_steel_3,input,R12_RCPA,dummy_end_of_life_3,steel,,M1,Mt,1.0,"https://www.steelsustainability.org/recycling#:~:text=Steel%20is%20the%20most%20recycled,2014%2C%20stood%20at%2086%20percent.",https://worldsteel.org/media-centre/blog/2018/future-of-global-scrap-availability/
scrap_recovery_steel_1,output,R12_RCPA,old_scrap_1,steel,,M1,Mt,1.0,availability ,
scrap_recovery_steel_2,output,R12_RCPA,old_scrap_2,steel,,M1,Mt,1.0,availability ,
scrap_recovery_steel_3,output,R12_RCPA,old_scrap_3,steel,,M1,Mt,1.0,availability ,
sinter_steel,input,R12_RCPA,final,coal,,M1,GWa/Mt,0.021269219721194058,,
sinter_steel,input,R12_RCPA,final,coke_iron,,M1,GWa/Mt,0.0,Assumed recovered gas COG,
sinter_steel,input,R12_RCPA,final,electr,,M1,GWa/Mt,0.011004152473886364,China_steel_eet.xlsx,
# sinter_steel,input,R12_RCPA,water_supply,freshwater_supply,,M1,Mm3/Mt,3.01,,
sinter_steel,input,R12_RCPA,primary_material,limestone_iron,,M1,Mt/Mt,0.07079740232087725,,
sinter_steel,input,R12_RCPA,primary_material,ore_iron,,M1,Mt/Mt,1.0923027786649633,,
sinter_steel,input,R12_RCPA,dummy_emission,coal,,M1,GWa/Mt,0.021269219721194058,,
sinter_steel,output,R12_RCPA,secondary_material,sinter_iron,,M1,Mt,1.0,,
sinter_steel,emission_factor,R12_RCPA,,,NOx,M1,kt/Mt,0.5,,
sinter_steel,emission_factor,R12_RCPA,,,PM2p5,M1,Mt/Mt,0.00027400000000000005,"Wu etal., 2015",
sinter_steel,emission_factor,R12_RCPA,,,SO2,M1,kt/Mt,1.827,,
sinter_steel,var_cost,R12_RCPA,,,,M1,MUSD/Mt,1.99,,
# sinter_steel,input,R12_RCPA,water_supply,water,,M1,Mm3/Mt,18.81,,
sinter_steel,capacity_factor,R12_RCPA,,,,,%,0.878,,
sinter_steel,technical_lifetime,R12_RCPA,,,,,y,30.0,,
# slag_granulator_steel,inv_cost,R12_RCPA,,,,,MUSD/Mt,28.0,"​4000 Indian Rupee = 47.95 USD, round to 50. 10% mark up. 3%opex​, 43.65 USD/t * --> 28 2005USD",https://www.indiamart.com/proddetail/ground-granulated-blast-furnace-slag-6256322097.html?pos=1&pla=n
# slag_granulator_steel,var_cost,R12_RCPA,,,,M1,MUSD/Mt,0.85,1.35 USD/t --> to 2005 USD -->0.85 2005USD,https://www.indiamart.com/proddetail/ground-granulated-blast-furnace-slag-6256322097.html?pos=1&pla=n
# slag_granulator_steel,input,R12_RCPA,waste_material,slag_iron,,M1,Mt/Mt,1.0,,
# slag_granulator_steel,output,R12_RCPA,tertiary_material,granulated_slag_iron,,M1,Mt/Mt,1.0,,
# slag_granulator_steel,input,R12_RCPA,final,electr,,M1,Gwa/Mt,0.014840182648401824,130 kwh for drying,https://www.energy-innovation-austria.at/article/forwaerts-2-0-2/?lang=en
# slag_granulator_steel,technical_lifetime,R12_RCPA,,,,M1,,30.0,,Assumed
total_EOL_steel,output,R12_RCPA,dummy_end_of_life_1,steel,,M1,,0.25,,
total_EOL_steel,output,R12_RCPA,dummy_end_of_life_2,steel,,M1,,0.5,,
total_EOL_steel,output,R12_RCPA,dummy_end_of_life_3,steel,,M1,,0.25,,
total_EOL_steel,input,R12_RCPA,end_of_life,steel,,M1,,1.0,,
trade_steel,output,R12_GLB,import,steel,,M1,,1.0,,
trade_steel,var_cost,R12_GLB,,,,M1,MUSD/Mt,20.0,https://www.hellenicshippingnews.com/wp-content/uploads/2017/11/Market-dry-bulk-freight-rates.jpg,
trade_steel,input,R12_GLB,export,steel,,M1,,1.01,,
